bay_id,slot_num,typedesc,fromday,today,starttime,endtime,duration_mins,disabilityext_mins,plain_english,is_strict,rule_category,id,exemption
9576,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11965,
10851,1,1P,1,0,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,11966,
10851,2,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11967,
11118,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11968,
11179,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,11969,
11179,3,4P,6,6,07:30:00,12:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,11970,
11179,5,PP,6,6,07:30:00,12:30:00,,,Restriction: PP. Check the physical sign for full details.,False,other,11971,
62646,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11972,
63211,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11973,
11928,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11974,
11943,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11975,
37140,1,2P,6,6,00:00:00,07:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11976,
68821,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11977,
68854,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11978,
56527,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11979,
56524,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11980,
72530,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11981,
70911,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11982,
70953,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11983,
68919,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11984,
70661,1,2P MTR,1,5,18:30:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11985,
63133,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11986,
68043,4,2P,1,6,07:30:00,20:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11987,
72812,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11988,
30739,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11989,
30739,3,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,11990,
30743,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11991,
30743,3,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,11992,
30754,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,11993,
30754,3,4P,1,5,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,11994,
71511,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11995,
69121,1,2P MTR,1,5,09:30:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11996,
78979,1,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,11997,
52144,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11998,
78878,1,4P MTR,1,5,16:00:00,19:00:00,240.0,,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,11999,
78878,4,MP3P,1,5,07:00:00,19:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12000,
78878,7,FP15,1,5,07:00:00,10:00:00,,,Restriction: FP15. Check the physical sign for full details.,False,other,12001,
65460,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12002,
15090,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12003,
20580,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12004,
13466,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12005,
22972,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12006,
50211,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12007,
19224,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12008,
61644,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12009,
60240,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12010,
65818,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12011,
65818,6,FP2P,0,0,07:30:00,18:30:00,120.0,,Restriction: FP2P. Check the physical sign for full details.,False,timed,12012,
62324,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12013,
15324,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12014,
16789,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12015,
23981,1,2P,6,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12016,
23981,2,1P,1,6,07:30:00,23:00:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12017,
23983,1,2P,6,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12018,
24001,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12019,
51153,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12020,
62734,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12021,
24601,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12022,
17510,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12023,
22940,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12024,
64448,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12025,
63343,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12026,
63344,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12027,
63349,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12028,
63350,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12029,
63418,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12030,
63418,4,1P MTR,1,6,07:30:00,18:30:00,60.0,,Park for up to 1 hour. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12031,
63418,7,1P FREE,0,0,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12032,
63548,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12033,
67866,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12034,
64932,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12035,
18642,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12036,
25017,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12037,
25011,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12038,
25005,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12039,
17507,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12040,
17502,1,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12041,
58212,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12042,
58113,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12043,
7495,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12044,
7501,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12045,
7852,1,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12046,
7855,1,2P,1,5,09:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12047,
7869,1,2P,1,5,09:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12048,
16434,1,2P,1,5,07:30:00,16:00:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12049,
16434,3,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12050,
17558,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12051,
87987,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12052,
17563,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12053,
20635,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12054,
20635,3,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12055,
20636,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12056,
20636,3,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12057,
25131,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12058,
25131,3,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12059,
25130,1,1P,1,5,07:30:00,18:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12060,
25130,3,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12061,
25086,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12062,
25083,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12063,
25078,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12064,
25070,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12065,
25069,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12066,
25059,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12067,
25032,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12068,
63014,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12069,
63015,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12070,
68041,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12071,
68041,4,2P,1,6,07:30:00,20:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12072,
68043,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12073,
17206,1,PP,1,6,07:30:00,18:30:00,,,Restriction: PP. Check the physical sign for full details.,False,other,12074,
17206,2,2P,1,6,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12075,
17206,3,4P,1,6,07:30:00,18:30:00,240.0,,Park for up to 4 hours. No payment required.,False,timed,12076,
18166,1,2P,6,6,07:30:00,12:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12077,
17238,1,2P,1,5,07:30:00,18:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12078,
17238,3,1P,6,6,07:30:00,12:30:00,60.0,,Park for up to 1 hour. No payment required.,False,timed,12079,
60940,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12080,
60941,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12081,
75828,1,MP3P,1,5,19:00:00,22:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12082,
76068,1,MP3P,6,0,07:00:00,22:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12083,
76066,1,MP3P,6,0,07:00:00,22:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12084,
76062,1,MP3P,6,0,07:00:00,22:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12085,
76069,1,MP3P,6,0,07:00:00,22:00:00,180.0,,Restriction: MP3P. Check the physical sign for full details.,False,timed,12086,
50670,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12087,
50638,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12088,
65163,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12089,
65159,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12090,
65157,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12091,
65139,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12092,
65135,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12093,
65522,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12094,
65556,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12095,
65553,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12096,
65548,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12097,
54726,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12098,
54721,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12099,
67319,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12100,
67321,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12101,
67324,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12102,
66457,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12103,
66430,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12104,
60733,1,2P MTR,1,5,10:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12105,
60715,1,2P MTR,1,5,10:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12106,
51923,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12107,
65833,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12108,
65833,6,FP2P,0,0,07:30:00,18:30:00,120.0,,Restriction: FP2P. Check the physical sign for full details.,False,timed,12109,
65856,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12110,
65856,6,FP2P,0,0,07:30:00,18:30:00,120.0,,Restriction: FP2P. Check the physical sign for full details.,False,timed,12111,
65850,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12112,
65850,6,FP2P,0,0,07:30:00,18:30:00,120.0,,Restriction: FP2P. Check the physical sign for full details.,False,timed,12113,
65073,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12114,
65019,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12115,
65040,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12116,
65036,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12117,
52216,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12118,
52227,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12119,
52226,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12120,
52223,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12121,
54630,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12122,
62336,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12123,
62244,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12124,
62240,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12125,
62239,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12126,
62218,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12127,
61718,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12128,
61710,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12129,
61915,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12130,
61924,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12131,
61948,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12132,
63964,1,2P MTR,1,5,16:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12133,
68035,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12134,
68035,4,2P,1,6,07:30:00,20:30:00,120.0,,Park for up to 2 hours. No payment required.,False,timed,12135,
67640,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12136,
67640,3,4P MTR,1,6,07:30:00,20:30:00,240.0,,Park for up to 4 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12137,
52513,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12138,
52420,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12139,
52422,1,2P MTR,1,5,19:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12140,
52319,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12141,
50012,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12142,
50010,1,2P MTR,1,5,07:00:00,19:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12143,
50127,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12144,
53613,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12145,
53610,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12146,
56713,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12147,
57123,1,2P MTR,6,0,07:00:00,22:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12148,
57015,1,2P MTR,1,5,10:00:00,16:00:00,120.0,,Park for up to 2 hours. Pay at the parking meter before leaving your vehicle. A fine of approximately $115 applies if you overstay.,False,timed,12149,
